NumPoints = 19635
X = 0.726249; Y = 0.561703
X = 0.747558; Y = 0.924913
X = 0.739967; Y = 0.930494
X = 0.742721; Y = 0.919779
X = 0.585171; Y = 0.980698
X = 0.593393; Y = 0.979535
X = 0.581212; Y = 0.975905
X = 0.40874; Y = 0.87984
X = 0.33051; Y = 0.342796
X = 0.324173; Y = 0.333684
X = 0.326693; Y = 0.33864
X = 0.56743; Y = 0.212636
X = 0.564209; Y = 0.223279
X = 0.577759; Y = 0.214524
X = 0.316888; Y = 0.57388
X = 0.311995; Y = 0.564707
X = 0.317484; Y = 0.541227
X = 0.310317; Y = 0.53788
X = 0.286723; Y = 0.383699
X = 0.803663; Y = 0.896064
X = 0.432387; Y = 0.314314
X = 0.310773; Y = 0.685782
X = 0.314544; Y = 0.681374
X = 0.405216; Y = 0.883633
X = 0.409633; Y = 0.888293
X = 0.332973; Y = 0.858064
X = 0.338847; Y = 0.857731
X = 0.328261; Y = 0.853592
X = 0.327406; Y = 0.349
X = 0.733784; Y = 0.19223
X = 0.725146; Y = 0.188162
X = 0.725338; Y = 0.194172
X = 0.422556; Y = 0.275921
X = 0.432348; Y = 0.276513
X = 0.413847; Y = 0.847697
X = 0.678136; Y = 0.915436
X = 0.67597; Y = 0.92022
X = 0.790701; Y = 0.142874
X = 0.783937; Y = 0.147064
X = 0.68313; Y = 0.957363
X = 0.678809; Y = 0.954072
X = 0.34645; Y = 0.866519
X = 0.343563; Y = 0.861095
X = 0.727863; Y = 0.154598
X = 0.72969; Y = 0.160695
X = 0.691095; Y = 0.179371
X = 0.700922; Y = 0.180459
X = 0.843453; Y = 0.164659
X = 0.84562; Y = 0.155623
X = 0.778522; Y = 0.142142
X = 0.778781; Y = 0.149674
X = 0.785785; Y = 0.139055
X = 0.575531; Y = 0.959821
X = 0.57363; Y = 0.971064
X = 0.576109; Y = 0.966173
X = 0.509507; Y = 0.937566
X = 0.499372; Y = 0.936876
X = 0.499694; Y = 0.923191
X = 0.498484; Y = 0.928936
X = 0.504194; Y = 0.939542
X = 0.389038; Y = 0.319265
X = 0.375663; Y = 0.315901
X = 0.383561; Y = 0.31676
X = 0.379984; Y = 0.312918
X = 0.529959; Y = 0.936354
X = 0.525831; Y = 0.940285
X = 0.316422; Y = 0.351193
X = 0.279237; Y = 0.779338
X = 0.278178; Y = 0.769982
X = 0.285097; Y = 0.781848
X = 0.32378; Y = 0.726318
X = 0.318783; Y = 0.729156
X = 0.334446; Y = 0.726488
X = 0.322244; Y = 0.734791
X = 0.575422; Y = 0.938067
X = 0.57292; Y = 0.950799
X = 0.276289; Y = 0.459812
X = 0.282525; Y = 0.45814
X = 0.278661; Y = 0.465339
X = 0.291521; Y = 0.459024
X = 0.315368; Y = 0.330184
X = 0.322037; Y = 0.328739
X = 0.319612; Y = 0.339288
X = 0.278465; Y = 0.78496
X = 0.270385; Y = 0.782239
X = 0.273616; Y = 0.776892
X = 0.806405; Y = 0.151418
X = 0.803209; Y = 0.160223
X = 0.804458; Y = 0.146459
X = 0.720525; Y = 0.178988
X = 0.719473; Y = 0.190981
X = 0.713605; Y = 0.176294
X = 0.58269; Y = 0.216682
X = 0.583322; Y = 0.221811
X = 0.577971; Y = 0.228169
X = 0.670437; Y = 0.957736
X = 0.676166; Y = 0.948979
X = 0.669776; Y = 0.9526
X = 0.675892; Y = 0.96151
X = 0.371167; Y = 0.313288
X = 0.776523; Y = 0.161073
X = 0.582284; Y = 0.93723
X = 0.386386; Y = 0.852102
X = 0.667778; Y = 0.197149
X = 0.672423; Y = 0.193714
X = 0.28863; Y = 0.657007
X = 0.501634; Y = 0.94518
X = 0.506865; Y = 0.944482
X = 0.513439; Y = 0.942252
X = 0.751007; Y = 0.203629
X = 0.439699; Y = 0.849408
X = 0.361757; Y = 0.310143
X = 0.416752; Y = 0.290871
X = 0.416534; Y = 0.279425
X = 0.412452; Y = 0.283516
X = 0.301832; Y = 0.344295
X = 0.306886; Y = 0.34568
X = 0.299242; Y = 0.349545
X = 0.618351; Y = 0.191397
X = 0.614189; Y = 0.195347
X = 0.609517; Y = 0.198495
X = 0.610524; Y = 0.204948
X = 0.300359; Y = 0.505184
X = 0.530025; Y = 0.222287
X = 0.520761; Y = 0.22587
X = 0.51684; Y = 0.231219
X = 0.873051; Y = 0.182611
X = 0.599229; Y = 0.977872
X = 0.296317; Y = 0.775458
X = 0.280118; Y = 0.792679
X = 0.292086; Y = 0.790585
X = 0.282791; Y = 0.378774
X = 0.273465; Y = 0.653335
X = 0.273608; Y = 0.643463
X = 0.44986; Y = 0.847403
X = 0.383089; Y = 0.860078
X = 0.341533; Y = 0.655457
X = 0.421129; Y = 0.301555
X = 0.412618; Y = 0.295505
X = 0.416688; Y = 0.303897
X = 0.299623; Y = 0.711275
X = 0.303375; Y = 0.716916
X = 0.301192; Y = 0.704341
X = 0.443486; Y = 0.319172
X = 0.657583; Y = 0.931506
X = 0.663714; Y = 0.930637
X = 0.314932; Y = 0.5814
X = 0.319902; Y = 0.579495
X = 0.308789; Y = 0.572442
X = 0.323396; Y = 0.575522
X = 0.31128; Y = 0.577836
X = 0.301193; Y = 0.824385
X = 0.323107; Y = 0.851894
X = 0.327445; Y = 0.858718
X = 0.320558; Y = 0.857289
X = 0.342513; Y = 0.318156
X = 0.350857; Y = 0.319784
X = 0.347303; Y = 0.331015
X = 0.562601; Y = 0.210538
X = 0.572488; Y = 0.214668
X = 0.511359; Y = 0.233304
X = 0.502814; Y = 0.232614
X = 0.502842; Y = 0.239073
X = 0.50763; Y = 0.229856
X = 0.630628; Y = 0.953602
X = 0.624746; Y = 0.953075
X = 0.448522; Y = 0.266025
X = 0.439041; Y = 0.265441
X = 0.443421; Y = 0.262816
X = 0.714969; Y = 0.940835
X = 0.708248; Y = 0.940871
X = 0.715888; Y = 0.934667
X = 0.291079; Y = 0.661742
X = 0.295661; Y = 0.666296
X = 0.293244; Y = 0.346622
X = 0.378856; Y = 0.864376
X = 0.382048; Y = 0.854901
X = 0.408153; Y = 0.893726
X = 0.403696; Y = 0.890024
X = 0.580375; Y = 0.207366
X = 0.27684; Y = 0.342728
X = 0.285303; Y = 0.343539
X = 0.576518; Y = 0.942961
X = 0.42842; Y = 0.272822
X = 0.416107; Y = 0.2722
X = 0.420708; Y = 0.268916
X = 0.582657; Y = 0.931818
X = 0.290921; Y = 0.425483
X = 0.290343; Y = 0.43222
X = 0.290591; Y = 0.438699
X = 0.296651; Y = 0.438
X = 0.300235; Y = 0.434032
X = 0.817463; Y = 0.158756
X = 0.811315; Y = 0.154281
X = 0.809124; Y = 0.161819
X = 0.29667; Y = 0.510996
X = 0.293279; Y = 0.518792
X = 0.29738; Y = 0.529297
X = 0.292544; Y = 0.523946
X = 0.604563; Y = 0.982711
X = 0.601105; Y = 0.987227
X = 0.594821; Y = 0.986297
X = 0.60568; Y = 0.976782
X = 0.885249; Y = 0.196169
X = 0.889198; Y = 0.200526
X = 0.308434; Y = 0.583709
X = 0.316785; Y = 0.586712
X = 0.338585; Y = 0.868813
X = 0.334852; Y = 0.863623
X = 0.351518; Y = 0.865441
X = 0.751335; Y = 0.144131
X = 0.741457; Y = 0.142345
X = 0.735763; Y = 0.143428
X = 0.418512; Y = 0.308599
X = 0.408307; Y = 0.305093
X = 0.330215; Y = 0.722031
X = 0.304409; Y = 0.417118
X = 0.837693; Y = 0.166213
X = 0.413715; Y = 0.336487
X = 0.264656; Y = 0.36848
X = 0.261843; Y = 0.364093
X = 0.286998; Y = 0.337342
X = 0.290955; Y = 0.341224
X = 0.769538; Y = 0.154009
X = 0.780539; Y = 0.167263
X = 0.353488; Y = 0.314412
X = 0.28958; Y = 0.594653
X = 0.292999; Y = 0.604806
X = 0.314939; Y = 0.324302
X = 0.320021; Y = 0.320132
X = 0.32495; Y = 0.319265
X = 0.878739; Y = 0.181569
X = 0.883879; Y = 0.181521
X = 0.748396; Y = 0.919683
X = 0.387969; Y = 0.312846
X = 0.39721; Y = 0.314169
X = 0.392759; Y = 0.310467
X = 0.290029; Y = 0.784966
X = 0.314772; Y = 0.674148
X = 0.470489; Y = 0.259202
X = 0.47686; Y = 0.261912
X = 0.889528; Y = 0.18758
X = 0.879909; Y = 0.186544
X = 0.894905; Y = 0.196754
X = 0.891729; Y = 0.192756
X = 0.303551; Y = 0.518409
X = 0.437415; Y = 0.89553
X = 0.437891; Y = 0.902801
X = 0.665202; Y = 0.939395
X = 0.670497; Y = 0.943078
X = 0.298372; Y = 0.44532
X = 0.377128; Y = 0.306219
X = 0.367541; Y = 0.308472
X = 0.370851; Y = 0.303695
X = 0.773888; Y = 0.146072
X = 0.384628; Y = 0.306966
X = 0.299913; Y = 0.761941
X = 0.290281; Y = 0.758629
X = 0.844921; Y = 0.170291
X = 0.706766; Y = 0.179682
X = 0.707892; Y = 0.174312
X = 0.281454; Y = 0.433639
X = 0.285626; Y = 0.429327
X = 0.284738; Y = 0.437719
X = 0.346768; Y = 0.30732
X = 0.348327; Y = 0.314884
X = 0.273503; Y = 0.373878
X = 0.276314; Y = 0.380652
X = 0.308521; Y = 0.750342
X = 0.302283; Y = 0.754984
X = 0.423374; Y = 0.312622
X = 0.426115; Y = 0.316939
X = 0.670723; Y = 0.963143
X = 0.675554; Y = 0.967779
X = 0.603907; Y = 0.199391
X = 0.405058; Y = 0.897893
X = 0.395908; Y = 0.888252
X = 0.398342; Y = 0.894817
X = 0.295719; Y = 0.703153
X = 0.303914; Y = 0.697435
X = 0.29481; Y = 0.697082
X = 0.700132; Y = 0.950601
X = 0.700257; Y = 0.945115
X = 0.32909; Y = 0.315961
X = 0.321181; Y = 0.313514
X = 0.310283; Y = 0.321107
X = 0.312493; Y = 0.315044
X = 0.549263; Y = 0.938014
X = 0.576021; Y = 0.864396
X = 0.640374; Y = 0.935093
X = 0.64657; Y = 0.934838
X = 0.649758; Y = 0.924568
X = 0.518529; Y = 0.944606
X = 0.510646; Y = 0.949045
X = 0.63865; Y = 0.947829
X = 0.642828; Y = 0.94478
X = 0.633738; Y = 0.949249
X = 0.643956; Y = 0.939438
X = 0.281419; Y = 0.660892
X = 0.286983; Y = 0.665116
X = 0.810775; Y = 0.145273
X = 0.814843; Y = 0.149146
X = 0.277837; Y = 0.805782
X = 0.278096; Y = 0.797287
X = 0.650811; Y = 0.937561
X = 0.302118; Y = 0.585478
X = 0.296902; Y = 0.585798
X = 0.726204; Y = 0.174671
X = 0.425631; Y = 0.904281
X = 0.412851; Y = 0.897489
X = 0.418468; Y = 0.904663
X = 0.669734; Y = 0.924512
X = 0.258727; Y = 0.357996
X = 0.264229; Y = 0.354711
X = 0.288505; Y = 0.516954
X = 0.287573; Y = 0.521964
X = 0.284876; Y = 0.528624
X = 0.290289; Y = 0.531766
X = 0.269903; Y = 0.386203
X = 0.276478; Y = 0.385939
X = 0.282733; Y = 0.387884
X = 0.266658; Y = 0.379807
X = 0.641433; Y = 0.192543
X = 0.635968; Y = 0.194638
X = 0.637663; Y = 0.200332
X = 0.721318; Y = 0.172125
X = 0.715875; Y = 0.170147
X = 0.83062; Y = 0.150629
X = 0.835292; Y = 0.15628
X = 0.822732; Y = 0.155398
X = 0.424035; Y = 0.325815
X = 0.420558; Y = 0.320256
X = 0.416331; Y = 0.316747
X = 0.429809; Y = 0.325338
X = 0.285433; Y = 0.760373
X = 0.282398; Y = 0.764642
X = 0.328438; Y = 0.355019
X = 0.408421; Y = 0.287119
X = 0.407136; Y = 0.293332
X = 0.307012; Y = 0.566462
X = 0.302351; Y = 0.578802
X = 0.31521; Y = 0.568716
X = 0.300017; Y = 0.56941
X = 0.693315; Y = 0.960932
X = 0.684786; Y = 0.964127
X = 0.56755; Y = 0.972187
X = 0.568948; Y = 0.977912
X = 0.575255; Y = 0.97888
X = 0.570092; Y = 0.966319
X = 0.273209; Y = 0.766098
X = 0.276843; Y = 0.761734
X = 0.363695; Y = 0.29736
X = 0.374155; Y = 0.299065
X = 0.368743; Y = 0.297507
X = 0.362559; Y = 0.302243
X = 0.661505; Y = 0.935487
X = 0.323177; Y = 0.307482
X = 0.316519; Y = 0.307864
X = 0.330458; Y = 0.309829
X = 0.526526; Y = 0.236314
X = 0.395112; Y = 0.305269
X = 0.399613; Y = 0.309595
X = 0.403952; Y = 0.317012
X = 0.65822; Y = 0.916394
X = 0.288753; Y = 0.608672
X = 0.589738; Y = 0.991588
X = 0.578882; Y = 0.985334
X = 0.279234; Y = 0.485915
X = 0.275903; Y = 0.480255
X = 0.283994; Y = 0.489025
X = 0.30515; Y = 0.683855
X = 0.310475; Y = 0.677996
X = 0.493778; Y = 0.242002
X = 0.493848; Y = 0.247887
X = 0.292029; Y = 0.670494
X = 0.269083; Y = 0.793231
X = 0.274783; Y = 0.792895
X = 0.273707; Y = 0.80219
X = 0.725956; Y = 0.929211
X = 0.295206; Y = 0.505444
X = 0.289817; Y = 0.510036
X = 0.29793; Y = 0.500076
X = 0.506032; Y = 0.953856
X = 0.517537; Y = 0.952727
X = 0.510691; Y = 0.957744
X = 0.276851; Y = 0.452151
X = 0.267186; Y = 0.458036
X = 0.273567; Y = 0.468695
X = 0.269384; Y = 0.463337
X = 0.748899; Y = 0.932439
X = 0.543959; Y = 0.945986
X = 0.285117; Y = 0.599067
X = 0.283339; Y = 0.605221
X = 0.491845; Y = 0.253978
X = 0.584511; Y = 0.988478
X = 0.513014; Y = 0.225967
X = 0.50729; Y = 0.221035
X = 0.501259; Y = 0.225097
X = 0.293259; Y = 0.443307
X = 0.710057; Y = 0.169044
X = 0.723233; Y = 0.938339
X = 0.731178; Y = 0.937018
X = 0.599164; Y = 0.201623
X = 0.583813; Y = 0.199998
X = 0.590435; Y = 0.199491
X = 0.898825; Y = 0.204941
X = 0.356426; Y = 0.310156
X = 0.342549; Y = 0.312595
X = 0.400993; Y = 0.292871
X = 0.403272; Y = 0.286121
X = 0.403617; Y = 0.297772
X = 0.408487; Y = 0.29916
X = 0.516315; Y = 0.958897
X = 0.525963; Y = 0.95489
X = 0.522778; Y = 0.94919
X = 0.323001; Y = 0.458699
X = 0.72986; Y = 0.142203
X = 0.732492; Y = 0.148668
X = 0.73432; Y = 0.135913
X = 0.739935; Y = 0.135622
X = 0.726611; Y = 0.146413
X = 0.314324; Y = 0.731737
X = 0.315948; Y = 0.738725
X = 0.316519; Y = 0.723088
X = 0.310818; Y = 0.723836
X = 0.839518; Y = 0.160332
X = 0.84013; Y = 0.172312
X = 0.476645; Y = 0.254231
X = 0.481817; Y = 0.255326
X = 0.547829; Y = 0.209837
X = 0.547862; Y = 0.219981
X = 0.543886; Y = 0.213481
X = 0.555027; Y = 0.211211
X = 0.848824; Y = 0.149039
X = 0.284447; Y = 0.618077
X = 0.296287; Y = 0.452407
X = 0.299073; Y = 0.457508
X = 0.435531; Y = 0.912296
X = 0.433874; Y = 0.907138
X = 0.443123; Y = 0.909463
X = 0.286089; Y = 0.817378
X = 0.275878; Y = 0.814539
X = 0.296435; Y = 0.466589
X = 0.721266; Y = 0.200158
X = 0.282097; Y = 0.425641
X = 0.285306; Y = 0.419681
X = 0.466746; Y = 0.255238
X = 0.66418; Y = 0.944509
X = 0.657695; Y = 0.943775
X = 0.43332; Y = 0.268194
X = 0.286978; Y = 0.590259
X = 0.278689; Y = 0.594117
X = 0.290484; Y = 0.600138
X = 0.278363; Y = 0.604396
X = 0.500096; Y = 0.950058
X = 0.60678; Y = 0.988425
X = 0.288711; Y = 0.581703
X = 0.295004; Y = 0.577784
X = 0.29363; Y = 0.590549
X = 0.449082; Y = 0.260382
X = 0.278585; Y = 0.613562
X = 0.686827; Y = 0.183923
X = 0.680725; Y = 0.189971
X = 0.678129; Y = 0.184426
X = 0.394091; Y = 0.296226
X = 0.400485; Y = 0.303062
X = 0.29695; Y = 0.417657
X = 0.301434; Y = 0.412016
X = 0.261227; Y = 0.384131
X = 0.260839; Y = 0.390053
X = 0.270685; Y = 0.391543
X = 0.264857; Y = 0.394215
X = 0.470573; Y = 0.251796
X = 0.385682; Y = 0.301051
X = 0.392844; Y = 0.290803
X = 0.387112; Y = 0.29068
X = 0.328903; Y = 0.575849
X = 0.254593; Y = 0.36099
X = 0.258483; Y = 0.349257
X = 0.253146; Y = 0.355233
X = 0.40461; Y = 0.280195
X = 0.409127; Y = 0.277547
X = 0.294; Y = 0.71118
X = 0.295463; Y = 0.718251
X = 0.5541; Y = 0.918569
X = 0.300207; Y = 0.406661
X = 0.3209; Y = 0.345236
X = 0.33008; Y = 0.865188
X = 0.332694; Y = 0.869699
X = 0.668981; Y = 0.931384
X = 0.655952; Y = 0.937652
X = 0.263228; Y = 0.462335
X = 0.269863; Y = 0.473107
X = 0.262404; Y = 0.46926
X = 0.319137; Y = 0.664943
X = 0.310042; Y = 0.671199
X = 0.28276; Y = 0.523414
X = 0.283344; Y = 0.517512
X = 0.661027; Y = 0.191079
X = 0.666126; Y = 0.192328
X = 0.414037; Y = 0.331336
X = 0.418706; Y = 0.328691
X = 0.428717; Y = 0.331099
X = 0.739485; Y = 0.127553
X = 0.729571; Y = 0.132009
X = 0.734242; Y = 0.129656
X = 0.725676; Y = 0.135179
X = 0.287568; Y = 0.500561
X = 0.292492; Y = 0.498396
X = 0.389983; Y = 0.304806
X = 0.33572; Y = 0.312539
X = 0.729817; Y = 0.16704
X = 0.717416; Y = 0.164879
X = 0.722889; Y = 0.163016
X = 0.567389; Y = 0.206702
X = 0.575447; Y = 0.206068
X = 0.428074; Y = 0.266357
X = 0.457207; Y = 0.909568
X = 0.462506; Y = 0.903038
X = 0.465963; Y = 0.899261
X = 0.603448; Y = 0.205195
X = 0.317492; Y = 0.846443
X = 0.316728; Y = 0.852978
X = 0.323921; Y = 0.84595
X = 0.269223; Y = 0.592318
X = 0.277174; Y = 0.587382
X = 0.274428; Y = 0.599738
X = 0.31078; Y = 0.848672
X = 0.307504; Y = 0.839608
X = 0.295513; Y = 0.751853
X = 0.299072; Y = 0.747453
X = 0.304064; Y = 0.746091
X = 0.305743; Y = 0.834874
X = 0.301509; Y = 0.837967
X = 0.304941; Y = 0.844101
X = 0.298662; Y = 0.843019
X = 0.311072; Y = 0.843157
X = 0.54462; Y = 0.953849
X = 0.534521; Y = 0.945207
X = 0.538692; Y = 0.951566
X = 0.537098; Y = 0.940154
X = 0.314434; Y = 0.341892
X = 0.31302; Y = 0.336146
X = 0.287972; Y = 0.696796
X = 0.300224; Y = 0.692282
X = 0.294413; Y = 0.691606
X = 0.288084; Y = 0.703921
X = 0.293489; Y = 0.820941
X = 0.539706; Y = 0.208755
X = 0.537285; Y = 0.215403
X = 0.537967; Y = 0.220942
X = 0.543526; Y = 0.222731
X = 0.54644; Y = 0.204704
X = 0.744996; Y = 0.130019
X = 0.748673; Y = 0.139098
X = 0.649496; Y = 0.944687
X = 0.654186; Y = 0.947359
X = 0.25477; Y = 0.367168
X = 0.248057; Y = 0.358083
X = 0.24872; Y = 0.368242
X = 0.617286; Y = 0.965666
X = 0.611105; Y = 0.969449
X = 0.269595; Y = 0.807615
X = 0.310283; Y = 0.734742
X = 0.307958; Y = 0.74274
X = 0.66431; Y = 0.957119
X = 0.665103; Y = 0.963494
X = 0.664751; Y = 0.949588
X = 0.322812; Y = 0.669072
X = 0.771732; Y = 0.919521
X = 0.27008; Y = 0.482615
X = 0.265496; Y = 0.478246
X = 0.681819; Y = 0.180786
X = 0.687031; Y = 0.175375
X = 0.312126; Y = 0.745582
X = 0.377873; Y = 0.295159
X = 0.379116; Y = 0.300145
X = 0.388982; Y = 0.29698
X = 0.298179; Y = 0.832981
X = 0.294262; Y = 0.837417
X = 0.304183; Y = 0.828663
X = 0.479983; Y = 0.897424
X = 0.469633; Y = 0.894678
X = 0.471026; Y = 0.903452
X = 0.476004; Y = 0.901172
X = 0.482511; Y = 0.892495
X = 0.657155; Y = 0.186545
X = 0.649622; Y = 0.185265
X = 0.292153; Y = 0.827613
X = 0.278709; Y = 0.335645
X = 0.272481; Y = 0.337294
X = 0.268589; Y = 0.341389
X = 0.372738; Y = 0.291035
X = 0.291342; Y = 0.416655
X = 0.571823; Y = 0.209572
X = 0.630636; Y = 0.193052
X = 0.626047; Y = 0.190336
X = 0.626084; Y = 0.202717
X = 0.273294; Y = 0.634741
X = 0.26649; Y = 0.64896
X = 0.26644; Y = 0.639512
X = 0.268249; Y = 0.644196
X = 0.274777; Y = 0.820077
X = 0.270129; Y = 0.822124
X = 0.281085; Y = 0.818164
X = 0.270066; Y = 0.815677
X = 0.288304; Y = 0.445999
X = 0.287027; Y = 0.451044
X = 0.679548; Y = 0.170155
X = 0.689392; Y = 0.170275
X = 0.696593; Y = 0.173201
X = 0.304206; Y = 0.723827
X = 0.281601; Y = 0.400385
X = 0.279845; Y = 0.395691
X = 0.775685; Y = 0.135147
X = 0.771781; Y = 0.138353
X = 0.378957; Y = 0.873873
X = 0.384461; Y = 0.876855
X = 0.389571; Y = 0.877805
X = 0.439999; Y = 0.258183
X = 0.455887; Y = 0.256817
X = 0.448554; Y = 0.255211
X = 0.452905; Y = 0.252105
X = 0.442485; Y = 0.253838
X = 0.374284; Y = 0.869674
X = 0.464644; Y = 0.910767
X = 0.480743; Y = 0.903984
X = 0.469596; Y = 0.908547
X = 0.283858; Y = 0.494472
X = 0.292388; Y = 0.491222
X = 0.276984; Y = 0.497268
X = 0.27711; Y = 0.491055
X = 0.27904; Y = 0.501864
X = 0.431514; Y = 0.257105
X = 0.434269; Y = 0.252137
X = 0.288807; Y = 0.572178
X = 0.283946; Y = 0.583625
X = 0.28255; Y = 0.57848
X = 0.884548; Y = 0.189899
X = 0.342427; Y = 0.302988
X = 0.337495; Y = 0.3078
X = 0.463865; Y = 0.894501
X = 0.408755; Y = 0.311229
X = 0.270916; Y = 0.492801
X = 0.268638; Y = 0.501897
X = 0.273874; Y = 0.505155
X = 0.564547; Y = 0.981607
X = 0.563444; Y = 0.963652
X = 0.558999; Y = 0.970564
X = 0.819568; Y = 0.145988
X = 0.824455; Y = 0.148072
X = 0.705446; Y = 0.949918
X = 0.705257; Y = 0.94492
X = 0.299902; Y = 0.685804
X = 0.297515; Y = 0.341087
X = 0.626395; Y = 0.958092
X = 0.620898; Y = 0.960651
X = 0.417272; Y = 0.298184
X = 0.411841; Y = 0.325528
X = 0.463788; Y = 0.250215
X = 0.458084; Y = 0.250678
X = 0.461339; Y = 0.255643
X = 0.467308; Y = 0.245626
X = 0.532299; Y = 0.216069
X = 0.450701; Y = 0.24685
X = 0.444898; Y = 0.249109
X = 0.272333; Y = 0.487835
X = 0.263279; Y = 0.346078
X = 0.570345; Y = 0.958237
X = 0.564743; Y = 0.957076
X = 0.781008; Y = 0.156571
X = 0.441624; Y = 0.9172
X = 0.428715; Y = 0.912643
X = 0.43545; Y = 0.917573
X = 0.500862; Y = 0.904054
X = 0.498096; Y = 0.899404
X = 0.275519; Y = 0.474336
X = 0.295134; Y = 0.742247
X = 0.289803; Y = 0.74656
X = 0.301045; Y = 0.741603
X = 0.501165; Y = 0.915601
X = 0.713826; Y = 0.160962
X = 0.714162; Y = 0.155759
X = 0.720924; Y = 0.157571
X = 0.47706; Y = 0.244414
X = 0.755531; Y = 0.139673
X = 0.752074; Y = 0.134755
X = 0.754922; Y = 0.149655
X = 0.534908; Y = 0.958293
X = 0.531895; Y = 0.954276
X = 0.542076; Y = 0.959092
X = 0.5302; Y = 0.948337
X = 0.281675; Y = 0.512182
X = 0.285016; Y = 0.505373
X = 0.605131; Y = 0.193737
X = 0.597232; Y = 0.195071
X = 0.335643; Y = 0.30151
X = 0.329013; Y = 0.29994
X = 0.292633; Y = 0.540903
X = 0.283248; Y = 0.533473
X = 0.285856; Y = 0.540075
X = 0.297448; Y = 0.538098
X = 0.712399; Y = 0.948806
X = 0.718805; Y = 0.152216
X = 0.724056; Y = 0.15118
X = 0.531628; Y = 0.210295
X = 0.390191; Y = 0.721899
X = 0.299807; Y = 0.331807
X = 0.293079; Y = 0.335522
X = 0.307127; Y = 0.340596
X = 0.305175; Y = 0.334712
X = 0.296152; Y = 0.67984
X = 0.302269; Y = 0.679356
X = 0.654683; Y = 0.953089
X = 0.659755; Y = 0.951457
X = 0.770584; Y = 0.129023
X = 0.766133; Y = 0.140793
X = 0.780595; Y = 0.137069
X = 0.766444; Y = 0.13519
X = 0.313329; Y = 0.664673
X = 0.814579; Y = 0.139388
X = 0.818802; Y = 0.136627
X = 0.827199; Y = 0.142847
X = 0.576753; Y = 0.199106
X = 0.823809; Y = 0.13743
X = 0.832879; Y = 0.140831
X = 0.830195; Y = 0.135018
X = 0.26041; Y = 0.643963
X = 0.391743; Y = 0.89756
X = 0.389223; Y = 0.891909
X = 0.397114; Y = 0.903046
X = 0.294907; Y = 0.568626
X = 0.637227; Y = 0.185222
X = 0.262364; Y = 0.655485
X = 0.257725; Y = 0.648761
X = 0.305171; Y = 0.50328
X = 0.450434; Y = 0.909991
X = 0.386572; Y = 0.903049
X = 0.385951; Y = 0.897457
X = 0.392001; Y = 0.905171
X = 0.495639; Y = 0.910981
X = 0.80704; Y = 0.137508
X = 0.625174; Y = 0.965864
X = 0.487527; Y = 0.251458
X = 0.2557; Y = 0.456228
X = 0.25848; Y = 0.464227
X = 0.263167; Y = 0.452647
X = 0.368299; Y = 0.288533
X = 0.362551; Y = 0.291106
X = 0.308107; Y = 0.312525
X = 0.311414; Y = 0.308047
X = 0.245403; Y = 0.364007
X = 0.243607; Y = 0.353841
X = 0.239357; Y = 0.359689
X = 0.248455; Y = 0.348287
X = 0.389992; Y = 0.884054
X = 0.557123; Y = 0.96055
X = 0.66981; Y = 0.18515
X = 0.665028; Y = 0.187396
X = 0.497149; Y = 0.235745
X = 0.300276; Y = 0.669812
X = 0.307725; Y = 0.326703
X = 0.491754; Y = 0.935707
X = 0.491177; Y = 0.922744
X = 0.489876; Y = 0.928136
X = 0.290967; Y = 0.687521
X = 0.295807; Y = 0.674676
X = 0.287188; Y = 0.68152
X = 0.482003; Y = 0.250291
X = 0.485952; Y = 0.246233
X = 0.778886; Y = 0.128594
X = 0.265763; Y = 0.493892
X = 0.261811; Y = 0.489591
X = 0.649769; Y = 0.951203
X = 0.656909; Y = 0.95964
X = 0.293997; Y = 0.411124
X = 0.446621; Y = 0.917506
X = 0.483889; Y = 0.239899
X = 0.489684; Y = 0.239023
X = 0.599172; Y = 0.186174
X = 0.608436; Y = 0.186116
X = 0.270814; Y = 0.509378
X = 0.277548; Y = 0.50916
X = 0.301927; Y = 0.564264
X = 0.400523; Y = 0.274272
X = 0.397157; Y = 0.280813
X = 0.708197; Y = 0.162536
X = 0.70684; Y = 0.155873
X = 0.711487; Y = 0.151312
X = 0.278423; Y = 0.6846
X = 0.290171; Y = 0.675925
X = 0.284333; Y = 0.677235
X = 0.285312; Y = 0.672032
X = 0.281777; Y = 0.689046
X = 0.280095; Y = 0.757402
X = 0.267185; Y = 0.374261
X = 0.261114; Y = 0.377064
X = 0.740539; Y = 0.91318
X = 0.274319; Y = 0.517438
X = 0.289664; Y = 0.404738
X = 0.242241; Y = 0.368261
X = 0.236769; Y = 0.365979
X = 0.264456; Y = 0.814004
X = 0.260551; Y = 0.817684
X = 0.264431; Y = 0.808247
X = 0.742956; Y = 0.934753
X = 0.576362; Y = 0.954747
X = 0.284364; Y = 0.404858
X = 0.287643; Y = 0.412319
X = 0.283162; Y = 0.409904
X = 0.51246; Y = 0.91742
X = 0.269214; Y = 0.397592
X = 0.255609; Y = 0.397509
X = 0.266648; Y = 0.402073
X = 0.261904; Y = 0.399552
X = 0.274148; Y = 0.447199
X = 0.281513; Y = 0.448197
X = 0.270186; Y = 0.451237
X = 0.349028; Y = 0.871445
X = 0.356809; Y = 0.872685
X = 0.2629; Y = 0.49885
X = 0.261521; Y = 0.508648
X = 0.276006; Y = 0.609033
